order_id,customer_id,order_date,status
2635,353,2025-10-04,Delivered
2636,755,2026-02-02,Cancelled
2637,566,2025-07-15,Cancelled
2638,633,2026-03-03,Shipped
2639,612,2025-03-16,Cancelled
2640,488,2025-09-19,Delivered
2641,437,2025-12-09,Shipped
2642,711,2025-04-27,Delivered
2643,22,2025-09-24,Shipped
2644,326,2026-03-03,Cancelled
2645,997,2025-06-23,Shipped
2646,995,2025-05-11,Delivered
2647,28,2026-01-03,Delivered
2648,784,2025-12-16,Cancelled
2649,422,2026-02-14,Shipped
2650,145,2025-03-30,Shipped
2651,974,2026-02-18,Delivered
2652,365,2025-11-09,Cancelled
2653,145,2025-09-09,Cancelled
2654,530,2025-11-16,Delivered
2655,873,2025-10-27,Delivered
2656,56,2025-09-18,Cancelled
2657,274,2025-10-16,Cancelled
2658,701,2025-06-27,Delivered
2659,814,2026-01-01,Cancelled
2660,4,2026-02-15,Shipped
2661,635,2025-06-29,Cancelled
2662,52,2025-11-21,Cancelled
2663,976,2025-09-07,Shipped
2664,706,2025-10-19,Shipped
2665,771,2025-12-19,Delivered
2666,514,2025-10-10,Cancelled
2667,171,2025-11-09,Delivered
2668,925,2025-10-04,Delivered
2669,514,2025-12-02,Cancelled
2670,338,2025-04-09,Cancelled
2671,855,2026-01-16,Cancelled
2672,543,2025-11-30,Cancelled
2673,212,2026-01-23,Shipped
2674,619,2025-10-15,Cancelled
2675,109,2026-02-06,Delivered
2676,798,2025-11-02,Cancelled
2677,288,2025-08-29,Shipped
2678,337,2026-01-29,Shipped
2679,393,2025-11-19,Delivered
2680,448,2025-06-23,Shipped
2681,73,2025-03-31,Shipped
2682,674,2025-10-18,Shipped
2683,65,2025-08-17,Cancelled
2684,826,2026-02-07,Cancelled
2685,601,2025-05-02,Delivered
2686,245,2025-08-26,Shipped
2687,963,2025-05-18,Shipped
2688,532,2026-01-13,Shipped
2689,207,2025-06-07,Delivered
2690,962,2025-07-12,Shipped
2691,338,2025-09-08,Cancelled
2692,263,2025-03-24,Delivered
2693,875,2025-03-14,Shipped
2694,500,2025-03-30,Shipped
2695,924,2026-02-04,Cancelled
2696,177,2026-01-13,Cancelled
2697,190,2026-01-21,Cancelled
2698,965,2025-05-16,Cancelled
2699,745,2025-06-29,Delivered
2700,581,2025-05-14,Delivered
2701,312,2026-01-06,Shipped
2702,904,2025-05-18,Cancelled
2703,394,2025-09-21,Delivered
2704,534,2026-01-20,Delivered
2705,941,2025-07-12,Shipped
2706,355,2025-11-09,Shipped
2707,619,2025-03-20,Delivered
2708,621,2025-06-01,Shipped
2709,393,2025-10-16,Shipped
2710,608,2025-11-28,Cancelled
2711,37,2025-10-05,Delivered
2712,168,2025-10-22,Shipped
2713,120,2025-12-14,Shipped
2714,657,2025-11-06,Shipped
2715,595,2025-07-01,Delivered
2716,646,2026-02-22,Shipped
2717,83,2025-04-15,Delivered
2718,718,2025-08-21,Shipped
2719,458,2025-10-18,Cancelled
2720,248,2026-01-20,Delivered
2721,349,2025-11-25,Delivered
2722,364,2025-03-28,Cancelled
2723,125,2025-12-03,Delivered
2724,238,2025-12-15,Delivered
2725,111,2025-04-09,Shipped
2726,327,2025-10-31,Cancelled
2727,564,2025-12-17,Shipped
2728,493,2025-10-11,Delivered
2729,767,2026-01-31,Delivered
2730,832,2025-06-05,Delivered
2731,413,2025-06-13,Delivered
2732,562,2025-11-26,Delivered
2733,894,2025-07-30,Delivered
2734,40,2025-10-08,Delivered
2735,562,2025-03-15,Shipped
2736,474,2025-11-07,Cancelled
2737,719,2025-10-27,Cancelled
2738,746,2025-09-10,Delivered
2739,724,2025-08-02,Cancelled
2740,688,2025-12-23,Shipped
2741,158,2025-04-13,Shipped
2742,430,2025-08-08,Shipped
2743,24,2025-06-27,Cancelled
2744,998,2025-12-17,Cancelled
2745,334,2025-08-26,Cancelled
2746,305,2026-02-23,Shipped
2747,637,2025-07-17,Cancelled
2748,479,2025-06-03,Shipped
2749,769,2025-07-07,Shipped
2750,939,2025-04-30,Cancelled
2751,91,2025-07-07,Delivered
2752,379,2025-09-05,Cancelled
2753,975,2026-02-27,Shipped
2754,28,2025-07-23,Shipped
2755,127,2026-01-03,Cancelled
2756,753,2026-01-03,Shipped
2757,946,2025-05-26,Shipped
2758,520,2025-09-04,Shipped
2759,259,2025-03-12,Shipped
2760,371,2025-04-27,Shipped
2761,59,2025-10-28,Cancelled
2762,901,2025-04-11,Shipped
2763,436,2025-09-29,Cancelled
2764,34,2025-03-22,Delivered
2765,418,2025-07-10,Delivered
2766,846,2025-10-02,Cancelled
2767,43,2025-11-24,Shipped
2768,563,2025-04-15,Delivered
2769,940,2025-08-21,Cancelled
2770,50,2025-05-03,Delivered
2771,731,2025-04-05,Shipped
2772,490,2025-10-15,Cancelled
2773,849,2025-10-14,Cancelled
2774,944,2025-10-24,Cancelled
2775,338,2025-03-26,Shipped
2776,853,2025-06-19,Delivered
2777,170,2026-01-15,Cancelled
2778,518,2026-01-20,Cancelled
2779,446,2025-11-03,Cancelled
2780,370,2025-04-18,Delivered
2781,538,2025-12-18,Shipped
2782,818,2025-05-28,Delivered
2783,65,2025-09-19,Delivered
2784,117,2025-09-14,Shipped
2785,502,2025-12-09,Shipped
2786,160,2025-09-03,Delivered
2787,549,2025-04-27,Shipped
2788,358,2026-01-02,Shipped
2789,603,2025-05-09,Cancelled
2790,791,2026-01-06,Delivered
2791,1,2025-09-24,Shipped
2792,474,2025-06-23,Delivered
2793,6,2026-01-13,Shipped
2794,951,2025-05-30,Delivered
2795,285,2025-04-29,Delivered
2796,171,2026-01-18,Shipped
2797,19,2025-08-22,Shipped
2798,675,2025-10-08,Delivered
2799,855,2025-04-21,Cancelled
2800,514,2025-10-10,Delivered
2801,715,2025-09-16,Cancelled
2802,695,2025-12-22,Delivered
2803,672,2025-10-26,Shipped
2804,428,2025-12-19,Delivered
2805,249,2025-07-30,Cancelled
2806,61,2025-10-09,Shipped
2807,405,2025-07-16,Delivered
2808,218,2025-11-19,Delivered
2809,789,2026-01-13,Delivered
2810,937,2025-05-18,Delivered
2811,539,2025-08-28,Shipped
2812,827,2026-02-16,Cancelled
2813,981,2025-04-28,Cancelled
2814,957,2026-01-24,Shipped
2815,956,2025-04-28,Cancelled
2816,360,2025-04-01,Shipped
2817,617,2026-01-28,Shipped
2818,250,2026-01-10,Delivered
2819,511,2026-02-18,Delivered
2820,661,2025-09-29,Delivered
2821,722,2025-11-25,Shipped
2822,775,2025-09-05,Shipped
2823,393,2025-12-07,Cancelled
2824,934,2025-06-12,Shipped
2825,508,2025-10-02,Cancelled
2826,324,2026-02-24,Shipped
2827,451,2025-11-25,Cancelled
2828,397,2025-06-12,Delivered
2829,784,2025-04-02,Delivered
2830,39,2025-12-21,Delivered
2831,424,2025-12-15,Cancelled
2832,498,2025-12-07,Shipped
2833,608,2025-03-31,Shipped
2834,141,2026-02-13,Cancelled
2835,701,2025-05-09,Delivered
2836,547,2025-12-11,Delivered
2837,23,2026-01-01,Shipped
2838,232,2025-08-19,Cancelled
2839,683,2025-04-19,Shipped
2840,66,2026-03-01,Shipped
2841,623,2025-04-23,Shipped
2842,749,2025-12-17,Shipped
2843,83,2025-12-06,Cancelled
2844,579,2025-03-20,Cancelled
2845,17,2025-03-13,Delivered
2846,384,2025-09-04,Delivered
2847,979,2025-05-09,Cancelled
2848,300,2025-05-06,Cancelled
2849,228,2026-01-31,Cancelled
2850,639,2026-01-10,Cancelled
2851,425,2025-06-26,Cancelled
2852,552,2025-08-18,Cancelled
2853,800,2025-05-21,Cancelled
2854,564,2025-12-26,Cancelled
2855,766,2026-01-16,Cancelled
2856,271,2025-03-15,Cancelled
2857,839,2025-09-14,Cancelled
2858,904,2025-12-09,Cancelled
2859,872,2025-07-28,Cancelled
2860,850,2025-10-19,Cancelled
2861,637,2026-03-01,Shipped
2862,645,2025-03-12,Delivered
2863,320,2026-02-22,Shipped
2864,921,2025-03-17,Cancelled
2865,887,2025-10-21,Cancelled
2866,531,2025-06-20,Cancelled
2867,26,2025-04-13,Shipped
2868,196,2025-12-02,Shipped
2869,439,2025-03-27,Shipped
2870,807,2026-02-13,Shipped
2871,457,2025-09-17,Shipped
2872,493,2025-08-30,Cancelled
2873,50,2025-10-21,Delivered
2874,949,2026-02-16,Shipped
2875,412,2025-07-14,Cancelled
2876,185,2025-09-08,Delivered
2877,502,2025-05-22,Cancelled
2878,144,2025-11-15,Shipped
2879,249,2025-06-12,Delivered
2880,365,2025-10-06,Cancelled
2881,306,2025-09-03,Shipped
2882,77,2025-04-26,Delivered
2883,481,2025-09-17,Shipped
2884,769,2025-08-02,Shipped
2885,931,2025-09-05,Cancelled
2886,891,2025-05-26,Shipped
2887,803,2025-08-26,Cancelled
2888,859,2025-10-29,Shipped
2889,937,2025-04-01,Cancelled
2890,468,2025-04-29,Delivered
2891,409,2025-04-21,Cancelled
2892,19,2025-05-26,Shipped
2893,610,2026-02-04,Cancelled
2894,92,2025-08-01,Shipped
2895,735,2025-07-24,Cancelled
2896,404,2025-09-08,Shipped
2897,839,2025-04-04,Delivered
2898,77,2025-05-05,Delivered
2899,194,2025-06-15,Shipped
2900,379,2025-05-15,Delivered
2901,318,2025-08-06,Shipped
2902,817,2026-02-16,Delivered
2903,424,2025-05-10,Cancelled
2904,537,2026-01-19,Cancelled
2905,96,2025-04-20,Cancelled
2906,643,2026-01-12,Shipped
2907,345,2025-08-18,Delivered
2908,259,2025-04-02,Delivered
2909,176,2025-05-28,Delivered
2910,97,2025-10-30,Shipped
2911,840,2025-04-30,Shipped
2912,180,2026-01-20,Shipped
2913,787,2025-11-08,Cancelled
2914,95,2025-11-10,Delivered
2915,409,2025-05-02,Delivered
2916,15,2025-06-21,Delivered
2917,368,2025-07-05,Cancelled
2918,30,2025-07-26,Cancelled
2919,451,2025-04-01,Cancelled
2920,568,2025-09-26,Cancelled
2921,992,2025-07-08,Shipped
2922,820,2025-12-09,Delivered
2923,65,2026-01-27,Shipped
2924,297,2025-05-26,Delivered
2925,492,2025-08-28,Shipped
2926,135,2025-10-13,Cancelled
2927,555,2026-01-01,Shipped
2928,175,2025-04-28,Shipped
2929,397,2026-02-10,Cancelled
2930,568,2025-06-22,Shipped
2931,971,2025-08-14,Delivered
2932,343,2025-03-18,Shipped
2933,367,2026-02-25,Shipped
2934,68,2025-12-28,Delivered
2935,566,2025-03-19,Cancelled
2936,392,2025-06-14,Cancelled
2937,416,2026-02-15,Shipped
2938,462,2025-06-10,Cancelled
2939,377,2025-12-08,Shipped
2940,72,2025-12-22,Delivered
2941,704,2025-04-01,Delivered
2942,96,2025-09-29,Cancelled
2943,39,2025-10-22,Delivered
2944,885,2025-12-18,Delivered
2945,585,2025-08-28,Shipped
2946,136,2025-09-28,Cancelled
2947,206,2026-01-03,Delivered
2948,190,2025-12-05,Cancelled
2949,711,2025-04-21,Cancelled
2950,346,2026-02-01,Delivered
2951,477,2025-03-18,Cancelled
2952,678,2025-07-20,Shipped
2953,114,2025-03-22,Cancelled
2954,822,2025-06-17,Delivered
2955,380,2025-03-27,Shipped
2956,790,2026-01-23,Cancelled
2957,931,2025-03-25,Shipped
2958,944,2025-07-23,Delivered
2959,676,2025-05-18,Shipped
2960,332,2025-12-18,Shipped
2961,824,2025-11-01,Cancelled
2962,23,2025-08-16,Delivered
2963,810,2025-07-17,Cancelled
2964,722,2025-08-24,Delivered
2965,513,2025-03-21,Shipped
2966,547,2025-09-29,Cancelled
2967,403,2025-12-07,Cancelled
2968,43,2025-08-03,Shipped
2969,876,2025-09-04,Shipped
2970,130,2026-01-19,Shipped
2971,392,2025-11-09,Delivered
2972,568,2025-10-04,Delivered
2973,105,2025-04-29,Delivered
2974,327,2025-10-02,Cancelled
2975,774,2026-03-02,Shipped
2976,986,2025-03-25,Shipped
2977,803,2025-10-29,Delivered
2978,132,2025-04-13,Delivered
2979,472,2025-04-20,Delivered
2980,625,2025-09-10,Delivered
2981,705,2025-10-20,Cancelled
2982,550,2025-12-25,Delivered
2983,286,2025-03-30,Shipped
2984,102,2025-05-26,Delivered
2985,962,2026-03-01,Delivered
2986,692,2025-05-17,Shipped
2987,541,2026-01-17,Cancelled
2988,435,2025-10-15,Cancelled
2989,653,2025-03-18,Shipped
2990,232,2025-12-01,Shipped
2991,1000,2025-05-31,Delivered
2992,838,2026-01-27,Cancelled
2993,832,2025-04-12,Shipped
2994,913,2025-09-01,Cancelled
2995,615,2026-01-15,Shipped
2996,779,2025-10-31,Delivered
2997,140,2025-05-12,Delivered
2998,243,2025-12-17,Delivered
2999,810,2025-07-17,Shipped
3000,754,2025-05-30,Cancelled
3001,97,2025-07-24,Cancelled
3002,215,2025-09-27,Delivered
3003,533,2025-05-18,Delivered
3004,835,2025-12-16,Delivered
3005,842,2025-05-15,Cancelled
3006,922,2025-05-06,Delivered
3007,905,2025-07-04,Shipped
3008,188,2025-10-12,Cancelled
3009,131,2026-01-28,Delivered
3010,696,2025-06-27,Cancelled
3011,879,2025-06-27,Delivered
3012,76,2025-05-12,Delivered
3013,430,2025-03-15,Cancelled
3014,155,2025-10-21,Delivered
3015,635,2025-08-16,Cancelled
3016,5,2025-11-07,Shipped
3017,872,2025-06-11,Delivered
3018,782,2026-01-25,Delivered
3019,99,2025-07-30,Delivered
3020,460,2025-04-26,Cancelled
3021,729,2025-08-27,Delivered
3022,873,2025-07-22,Cancelled
3023,59,2026-01-28,Shipped
3024,49,2025-09-28,Cancelled
3025,618,2025-06-18,Shipped
3026,410,2025-11-16,Delivered
3027,721,2026-01-15,Cancelled
3028,793,2025-07-08,Shipped
3029,484,2025-06-08,Cancelled
3030,949,2025-12-31,Shipped
3031,885,2025-08-02,Delivered
3032,660,2025-05-06,Cancelled
3033,262,2025-08-25,Shipped
3034,36,2026-02-04,Shipped
3035,564,2025-12-12,Shipped
3036,19,2025-09-29,Shipped
3037,701,2025-07-28,Delivered
3038,783,2025-10-01,Cancelled
3039,833,2025-03-13,Delivered
3040,770,2025-03-31,Cancelled
3041,636,2025-08-27,Delivered
3042,294,2025-06-06,Shipped
3043,512,2026-02-18,Delivered
3044,475,2025-11-01,Cancelled
3045,505,2025-12-29,Shipped
3046,294,2025-04-06,Shipped
3047,620,2025-06-25,Delivered
3048,317,2025-05-31,Cancelled
3049,562,2025-06-19,Delivered
3050,451,2025-03-30,Delivered
3051,88,2025-09-17,Cancelled
3052,616,2026-03-09,Shipped
3053,229,2025-10-06,Shipped
3054,293,2025-11-14,Cancelled
3055,175,2026-01-01,Delivered
3056,719,2025-09-18,Shipped
3057,480,2025-04-06,Delivered
3058,867,2025-10-29,Delivered
3059,734,2025-06-16,Cancelled
3060,220,2025-09-16,Cancelled
3061,54,2025-03-14,Cancelled
3062,864,2025-06-24,Delivered
3063,793,2025-08-10,Delivered
3064,485,2025-07-06,Shipped
3065,335,2025-06-15,Delivered
3066,991,2025-09-24,Delivered
3067,335,2025-11-20,Cancelled
3068,51,2025-08-25,Cancelled
3069,977,2026-01-13,Shipped
3070,20,2025-08-12,Cancelled
3071,559,2025-05-02,Cancelled
3072,243,2025-12-08,Cancelled
3073,178,2025-10-07,Delivered
3074,247,2025-07-13,Shipped
3075,652,2025-08-15,Delivered
3076,101,2025-10-15,Cancelled
3077,784,2025-08-14,Cancelled
3078,646,2026-03-01,Delivered
3079,273,2025-09-02,Cancelled
3080,796,2025-09-12,Shipped
3081,459,2025-12-23,Cancelled
3082,119,2025-12-22,Delivered
3083,187,2025-12-09,Cancelled
3084,528,2025-06-22,Delivered
3085,812,2025-04-02,Cancelled
3086,136,2026-01-06,Shipped
3087,705,2025-10-19,Shipped
3088,678,2025-04-06,Delivered
3089,773,2025-05-25,Cancelled
3090,512,2025-07-05,Delivered
3091,848,2025-12-05,Delivered
3092,336,2025-11-11,Shipped
3093,759,2025-11-03,Cancelled
3094,339,2025-05-15,Shipped
3095,16,2025-05-03,Cancelled
3096,268,2025-09-03,Delivered
3097,211,2026-01-30,Shipped
3098,703,2026-01-10,Delivered
3099,376,2025-04-09,Shipped
3100,836,2025-09-16,Shipped
3101,887,2026-02-15,Shipped
3102,361,2026-02-24,Shipped
3103,920,2025-11-26,Shipped
3104,732,2025-05-08,Shipped
3105,385,2025-06-21,Cancelled
3106,218,2026-03-04,Shipped
3107,660,2025-05-19,Delivered
3108,259,2025-03-21,Cancelled
3109,380,2025-05-11,Cancelled
3110,784,2026-02-13,Delivered
3111,838,2026-02-02,Shipped
3112,553,2025-08-25,Delivered
3113,511,2026-01-30,Shipped
3114,352,2025-03-13,Delivered
3115,351,2025-11-23,Delivered
3116,665,2025-05-11,Shipped
3117,450,2026-01-23,Cancelled
3118,821,2025-03-29,Shipped
3119,797,2025-07-03,Cancelled
3120,693,2025-06-04,Shipped
3121,931,2026-02-18,Delivered
3122,59,2025-03-13,Delivered
3123,279,2026-03-03,Cancelled
3124,602,2025-08-08,Cancelled
3125,31,2026-02-14,Delivered
3126,769,2025-06-08,Shipped
3127,153,2025-05-08,Cancelled
3128,790,2025-04-28,Cancelled
3129,968,2025-10-16,Cancelled
3130,344,2025-12-20,Delivered
3131,124,2025-10-02,Cancelled
3132,878,2025-12-15,Delivered
3133,919,2025-04-07,Delivered
3134,714,2026-02-13,Delivered
3135,62,2025-10-06,Delivered
3136,148,2025-09-14,Cancelled
3137,59,2025-03-18,Delivered
3138,649,2026-02-13,Delivered
3139,963,2025-06-08,Delivered
3140,883,2025-12-21,Cancelled
3141,293,2025-12-19,Cancelled
3142,768,2025-10-28,Cancelled
3143,315,2025-06-18,Delivered
3144,614,2025-04-17,Shipped
3145,279,2025-10-07,Shipped
3146,703,2025-12-28,Cancelled
3147,712,2025-09-09,Delivered
3148,511,2025-10-07,Shipped
3149,318,2025-09-22,Shipped
3150,736,2025-12-08,Cancelled
3151,588,2025-11-07,Shipped
3152,10,2025-04-25,Cancelled
3153,370,2025-04-05,Shipped
3154,225,2025-11-28,Cancelled
3155,334,2026-03-05,Cancelled
3156,362,2026-03-08,Delivered
3157,284,2025-12-22,Shipped
3158,460,2025-06-17,Shipped
3159,990,2025-05-25,Cancelled
3160,140,2025-12-12,Delivered
3161,844,2025-07-13,Cancelled
3162,246,2025-12-22,Delivered
3163,950,2025-10-28,Shipped
3164,737,2025-11-04,Delivered
3165,319,2025-09-19,Shipped
3166,483,2025-05-06,Delivered
3167,460,2025-11-13,Delivered
3168,818,2026-03-08,Shipped
3169,350,2025-04-12,Cancelled
3170,1,2025-06-12,Cancelled
3171,178,2025-07-15,Cancelled
3172,406,2025-11-20,Cancelled
3173,190,2025-12-18,Delivered
3174,859,2025-05-05,Delivered
3175,14,2025-07-31,Shipped
3176,402,2025-05-25,Shipped
3177,925,2025-07-24,Cancelled
3178,278,2025-08-29,Cancelled
3179,407,2025-05-19,Shipped
3180,25,2025-12-29,Shipped
3181,230,2025-07-30,Delivered
3182,800,2025-06-07,Cancelled
3183,497,2025-12-06,Shipped
3184,945,2026-02-05,Cancelled
3185,280,2025-07-17,Shipped
3186,938,2025-05-29,Shipped
3187,223,2026-02-03,Cancelled
3188,909,2025-08-14,Shipped
3189,814,2025-06-04,Cancelled
3190,350,2025-04-16,Shipped
3191,796,2025-05-02,Cancelled
3192,956,2025-07-26,Shipped
3193,733,2025-03-16,Shipped
3194,790,2025-12-09,Shipped
3195,721,2026-03-03,Cancelled
3196,621,2025-08-29,Shipped
3197,602,2025-04-02,Delivered
3198,689,2025-10-02,Cancelled
3199,328,2025-12-06,Cancelled
3200,603,2025-09-21,Cancelled
3201,961,2025-03-14,Shipped
3202,606,2025-11-17,Delivered
3203,167,2026-02-28,Shipped
3204,309,2025-09-02,Shipped
3205,958,2025-05-13,Cancelled
3206,947,2025-08-18,Delivered
3207,505,2025-05-12,Cancelled
3208,73,2025-07-14,Delivered
3209,99,2025-11-19,Shipped
3210,69,2025-09-10,Shipped
3211,278,2025-08-20,Cancelled
3212,60,2025-05-31,Shipped
3213,448,2025-10-09,Delivered
3214,196,2025-12-22,Shipped
3215,369,2026-02-12,Cancelled
3216,771,2025-03-27,Cancelled
3217,453,2026-02-14,Cancelled
3218,432,2025-08-26,Delivered
3219,762,2025-05-02,Delivered
3220,28,2025-08-27,Shipped
3221,232,2025-09-18,Delivered
3222,931,2025-06-01,Delivered
3223,643,2026-02-10,Cancelled
3224,129,2025-10-22,Shipped
3225,250,2025-08-16,Cancelled
3226,816,2026-02-01,Cancelled
3227,517,2025-07-26,Delivered
3228,548,2025-09-21,Delivered
3229,817,2025-11-14,Shipped
3230,392,2025-12-22,Delivered
3231,486,2026-01-10,Delivered
3232,661,2025-04-03,Delivered
3233,237,2025-05-01,Cancelled
3234,197,2025-04-29,Cancelled
3235,888,2025-08-06,Cancelled
3236,83,2025-04-22,Shipped
3237,65,2026-03-03,Delivered
3238,902,2025-11-23,Cancelled
3239,55,2025-06-03,Delivered
3240,764,2025-12-11,Delivered
3241,231,2025-11-21,Cancelled
3242,956,2025-04-23,Shipped
3243,947,2026-02-08,Shipped
3244,721,2026-01-07,Delivered
3245,875,2026-01-29,Delivered
3246,745,2025-06-10,Cancelled
3247,945,2025-12-12,Delivered
3248,152,2025-06-25,Cancelled
3249,889,2025-08-09,Shipped
3250,845,2025-03-18,Cancelled
3251,89,2025-04-19,Shipped
3252,659,2026-02-02,Shipped
3253,629,2025-08-29,Cancelled
3254,620,2026-01-28,Cancelled
3255,859,2025-08-09,Delivered
3256,40,2025-10-07,Delivered
3257,237,2025-08-13,Cancelled
3258,973,2025-07-21,Delivered
3259,163,2025-07-14,Delivered
3260,126,2025-07-10,Cancelled
3261,40,2025-12-30,Delivered
3262,976,2025-08-27,Cancelled
3263,952,2026-03-10,Shipped
3264,397,2025-04-25,Shipped
3265,804,2025-11-11,Shipped
3266,733,2025-05-06,Delivered
3267,584,2025-09-05,Cancelled
3268,200,2025-03-25,Cancelled
3269,17,2025-07-19,Delivered
3270,867,2025-12-06,Delivered
3271,211,2026-03-10,Delivered
3272,108,2025-06-11,Shipped
3273,18,2025-04-12,Shipped
3274,956,2025-03-18,Shipped
3275,553,2025-05-26,Shipped
3276,7,2025-12-22,Cancelled
3277,302,2025-04-27,Shipped
3278,930,2026-02-07,Delivered
3279,773,2025-06-07,Delivered
3280,852,2025-10-25,Shipped
3281,474,2025-11-11,Shipped
3282,955,2025-03-21,Cancelled
3283,127,2025-09-21,Delivered
3284,588,2025-06-16,Shipped
3285,237,2026-02-25,Delivered
3286,263,2025-05-01,Delivered
3287,446,2025-08-21,Delivered
3288,179,2025-07-23,Delivered
3289,886,2025-04-24,Shipped
3290,51,2025-08-11,Cancelled
3291,74,2025-12-05,Cancelled
3292,262,2025-12-08,Shipped
3293,154,2026-01-14,Delivered
3294,886,2025-07-07,Cancelled
3295,473,2025-06-13,Shipped
3296,405,2025-06-17,Cancelled
3297,163,2025-07-31,Delivered
3298,973,2025-03-22,Shipped
3299,568,2025-09-28,Delivered
3300,274,2025-04-13,Delivered
3301,836,2026-02-06,Shipped
3302,127,2025-09-21,Cancelled
3303,619,2026-01-01,Shipped
3304,2,2025-04-28,Cancelled
3305,93,2025-10-26,Shipped
3306,815,2025-12-20,Delivered
3307,318,2025-08-17,Cancelled
3308,848,2025-09-10,Delivered
3309,954,2025-08-12,Delivered
3310,135,2026-02-14,Cancelled
3311,186,2025-09-30,Delivered
3312,51,2025-10-02,Cancelled
3313,903,2025-05-06,Shipped
3314,521,2025-10-05,Delivered
3315,928,2025-11-24,Cancelled
3316,446,2025-10-24,Shipped
3317,755,2025-09-03,Shipped
3318,25,2026-03-12,Delivered
3319,697,2025-12-21,Delivered
3320,470,2025-10-01,Cancelled
3321,941,2026-02-09,Shipped
3322,67,2025-06-22,Delivered
3323,490,2026-02-04,Shipped
3324,791,2025-09-13,Shipped
3325,941,2025-12-18,Shipped
3326,272,2025-11-18,Delivered
3327,46,2025-09-20,Shipped
3328,752,2025-10-18,Shipped
3329,438,2025-10-15,Cancelled
3330,436,2025-05-03,Shipped
3331,956,2025-06-26,Shipped
3332,785,2025-05-08,Delivered
3333,424,2026-01-05,Delivered
3334,414,2026-02-10,Shipped
3335,553,2025-03-31,Shipped
3336,403,2025-03-22,Delivered
3337,26,2025-04-16,Cancelled
3338,667,2025-09-29,Delivered
3339,256,2026-01-27,Shipped
3340,832,2026-01-28,Shipped
3341,146,2025-09-01,Shipped
3342,661,2026-01-09,Shipped
3343,415,2025-11-20,Cancelled
3344,347,2025-05-23,Delivered
3345,330,2025-05-06,Shipped
3346,863,2025-07-14,Cancelled
3347,208,2025-03-21,Cancelled
3348,815,2025-04-18,Delivered
3349,984,2026-01-06,Cancelled
3350,522,2025-12-21,Shipped
3351,130,2025-08-18,Cancelled
3352,907,2025-06-29,Delivered
3353,782,2025-06-28,Shipped
3354,447,2025-11-22,Cancelled
3355,668,2025-07-01,Shipped
3356,427,2025-12-10,Cancelled
3357,206,2026-03-07,Cancelled
3358,809,2025-06-01,Delivered
3359,503,2025-04-20,Delivered
3360,142,2025-05-16,Shipped
3361,43,2025-06-24,Shipped
3362,36,2025-07-07,Delivered
3363,488,2026-02-06,Shipped
3364,607,2025-09-08,Delivered
3365,706,2025-03-22,Delivered
3366,142,2025-07-28,Delivered
3367,311,2025-03-17,Cancelled
3368,260,2026-01-19,Shipped
3369,793,2025-11-16,Delivered
3370,642,2026-01-06,Cancelled
3371,583,2025-03-20,Shipped
3372,415,2025-04-24,Delivered
3373,844,2025-08-26,Cancelled
3374,686,2026-01-16,Shipped
3375,398,2026-01-24,Shipped
3376,751,2025-12-18,Cancelled
3377,103,2025-09-01,Shipped
3378,196,2025-09-23,Delivered
3379,914,2026-01-22,Shipped
3380,878,2025-04-26,Shipped
3381,53,2025-11-24,Shipped
3382,750,2026-01-23,Cancelled
3383,193,2026-02-24,Cancelled
3384,450,2025-09-25,Delivered
3385,377,2026-02-18,Delivered
3386,979,2025-08-24,Shipped
3387,18,2026-02-14,Delivered
3388,856,2025-09-10,Cancelled
3389,254,2025-11-20,Shipped
3390,37,2025-06-01,Shipped
3391,945,2026-01-31,Shipped
3392,866,2026-02-05,Shipped
3393,726,2025-09-20,Shipped
3394,490,2026-01-24,Cancelled
3395,362,2025-08-22,Shipped
3396,898,2026-01-24,Cancelled
3397,172,2025-06-03,Delivered
3398,414,2025-11-21,Cancelled
3399,891,2025-10-14,Delivered
3400,977,2025-06-24,Cancelled
3401,390,2025-07-17,Cancelled
3402,906,2025-12-29,Delivered
3403,216,2025-11-11,Delivered
3404,549,2025-09-15,Cancelled
3405,121,2025-09-19,Delivered
3406,866,2025-05-30,Cancelled
3407,430,2025-09-20,Delivered
3408,441,2025-09-25,Cancelled
3409,598,2025-09-27,Cancelled
3410,634,2026-03-05,Delivered
3411,191,2025-10-05,Delivered
3412,225,2026-03-10,Cancelled
3413,863,2026-02-02,Cancelled
3414,233,2025-07-13,Delivered
3415,865,2025-09-09,Cancelled
3416,874,2025-04-09,Shipped
3417,398,2025-04-06,Cancelled
3418,910,2025-05-23,Cancelled
3419,442,2025-10-31,Delivered
3420,70,2025-10-08,Shipped
3421,619,2025-12-12,Delivered
3422,425,2025-07-23,Shipped
3423,667,2025-11-13,Cancelled
3424,3,2025-07-24,Shipped
3425,329,2025-06-18,Shipped
3426,320,2025-06-28,Shipped
3427,521,2025-04-13,Delivered
3428,410,2026-02-18,Cancelled
3429,587,2026-01-05,Shipped
3430,936,2025-04-09,Delivered
3431,720,2026-01-05,Shipped
3432,799,2025-09-10,Delivered
3433,337,2025-12-30,Delivered
3434,292,2025-11-15,Delivered
3435,763,2025-08-10,Cancelled
3436,518,2025-07-01,Delivered
3437,960,2025-07-27,Delivered
3438,272,2025-07-12,Shipped
3439,723,2025-03-18,Shipped
3440,1,2026-02-17,Delivered
